AWARD_NUMBER AWARD_NUMBER AWARD_ID               AWARD_ID               
------------ ------------ ---------------------- ---------------------- 
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001238-00001 000000-00000 6793                   6793                   
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001464-00001 000000-00000 14061                  14061                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001460-00001 000000-00000 13945                  13945                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001723-00001 000000-00000 22748                  22748                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001650-00001 000000-00000 20385                  20385                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001781-00001 000000-00000 25715                  25715                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001728-00001 000000-00000 23009                  23009                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
001742-00001 000000-00000 23630                  23630                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002053-00001 000000-00000 40026                  40026                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002020-00001 000000-00000 38556                  38556                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002055-00001 000000-00000 40071                  40071                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002015-00001 000000-00000 38287                  38287                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002035-00001 000000-00000 39107                  39107                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002033-00001 000000-00000 39046                  39046                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 000000-00000 37959                  37959                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  
002008-00001 002008-00001 55954                  55954                  

 365 rows selected 

365 rows updated.
AWARD_AMOUNT_TRANSACTION_ID AWARD_NUMBER TRANSACTION_ID                           TRANSACTION_TYPE_CODE  NOTICE_DATE               COMMENTS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         UPDATE_TIMESTAMP          UPDATE_USER                                                  VER_NBR                OBJ_ID                               
--------------------------- ------------ ---------------------------------------- ---------------------- ------------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ------------------------- ------------------------------------------------------------ ---------------------- ------------------------------------ 
1315                        001238-00001 6076                                     2                      18-NOV-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  18-NOV-11                 jhalaszy                                                     0                      98765802-EC3A-6C4F-EC2A-9B891F39F584 
