AWARD_NUMBER AWARD_NUMBER AWARD_ID               AWARD_ID               
------------ ------------ ---------------------- ---------------------- 
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001126-00001 000000-00000 3694                   3694                   
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001467-00001 000000-00000 14168                  14168                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001731-00001 000000-00000 23232                  23232                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
001654-00001 000000-00000 20481                  20481                  
