AWARD_NUMBER AWARD_NUMBER AWARD_ID               AWARD_ID               
------------ ------------ ---------------------- ---------------------- 
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001216-00001 000000-00000 6224                   6224                   
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001354-00001 000000-00000 10753                  10753                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001501-00001 000000-00000 15159                  15159                  
001736-00001 000000-00000 23320                  23320                  
001736-00001 000000-00000 23320                  23320                  
001736-00001 000000-00000 23320                  23320                  
001736-00001 000000-00000 23320                  23320                  
001736-00001 000000-00000 23320                  23320                  
