AWARD_NUMBER AWARD_NUMBER AWARD_ID               AWARD_ID               
------------ ------------ ---------------------- ---------------------- 
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001071-00001 000000-00000 2279                   2279                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001271-00001 000000-00000 8011                   8011                   
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001567-00001 000000-00000 17655                  17655                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001465-00001 000000-00000 14076                  14076                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
001461-00001 000000-00000 13972                  13972                  
